year,date,type,registration,operator,fatalities,location,damage
1990,25 Sep 1990,unknown,,Aeroflot,0,Arkhangelsk-Talaghy Airport (ARH),non
1990,28 Sep 1990,Boeing 727-251,N278US,Northwest Airlines,0,"Detroit, MI",min
1990,29 Sep 1990,Lockheed PV-2D Harpoon,N7250C,Private,8,"Lakeport, CA",w/o
1990,30 Sep 1990,Lockheed P-2H Neptune,N65170,Black Hills Aviation,2,"near Wynoochee Dam, WA",w/o
1990,1 Oct 1990,British Aerospace 3201 Jetstream 31,N426AM,Air Midwest,0,"St. Louis, MO",min
1990,2 Oct 1990,Boeing 757-21B,B-2812,China Southern Airlines,46+82,Guangzhou-Baiyun Airport (CAN),w/o
1990,2 Oct 1990,Boeing 737-247,B-2510,Xiamen Airlines,82+46,Guangzhou-Baiyun Airport (CAN),w/o
1990,2 Oct 1990,Boeing 707-3J6B,B-2402,China Southwest Airlines,0,Guangzhou-Baiyun Airport (CAN),w/o
1990,3 Oct 1990,McDonnell Douglas DC-9-31,N8923E,Eastern Air Lines,1,"Cape Canaveral, FL",non
1990,4 Oct 1990,Fokker F-27 Friendship 600,EP-ANA,Iran Aseman Airlines,0,Ramsar Airport (RZR),sub
1990,5 Oct 1990,Yakovlev Yak-40,,Aeroflot,0,Helsinki-Vantaa Airport (HEL),non
1990,7 Oct 1990,Antonov An-24,,Aeroflot,0,Kotlas Airport (KSZ),non
1990,8 Oct 1990,IRMA/Britten-Norman BN-2A Islander,9XR-GV,Force Aérienne Rwandaise,,near Kigali Airport (KGL),w/o
1990,10 Oct 1990,Hawker Siddeley HS-748-234 Srs. 2A,PK-IHS,Bouraq Indonesia Airlines,0,Tarakan-Juwata Airport (TRK),min
1990,10 Oct 1990,Antonov An-8,CCCP-69320,MAP Novosibirsk APO,9,4 km from Novosibirsk-Yeltsovka Airport,w/o
1990,11 Oct 1990,Grumman G-159 Gulfstream I,XB-ESO,Celanese Mexicana,0,Zacapú Airport,w/o
1990,12 Oct 1990,Let L-410UVP,CCCP-67331,Aeroflot / Ukraine,0,Odessa-Central Airport (ODS),w/o
1990,19 Oct 1990,Douglas C-47B-40-DK (DC-3),CP-735,Bolivian Air Flight International-BAFIN,3,"Huayna Potosí Mountain, Los Novios Peak",w/o
1990,20 Oct 1990,Tupolev Tu-154B-1,CCCP-85268,Aeroflot / Georgia,0,Kutaisi Airport (KUT),w/o
1990,24 Oct 1990,Yakovlev Yak-40S2,CU-T1202,Cubana de Aviación,11,4 km E of Santiago-Antonio Maceo Airport (SCU),w/o
1990,26 Oct 1990,Boeing 767-381,JA8271,All Nippon Airways - ANA,0,80 km  S of Osaka Airport,non
1990,28 Oct 1990,Dassault Falcon 50,N52DC,Dow Chemical Company,0,"near Parkersburg, WV",sub
1990,28 Oct 1990,Harbin Y-12-I,B-3802,China Flying Dragon Aviation,5+1,"Shishou County-Level City, Jingzhou, Hubei Province",w/o
1990,29 Oct 1990,de Havilland Canada DHC-6 Twin Otter 100,67-063,Royal Norwegian Air Force - RNoAF,3,Honningsvåg-Valan Airport (HVG),w/o
1990,29 Oct 1990,McDonnell Douglas DC-9-31,N972VJ,USAir,0,"Columbus, OH",sub
1990,2 Nov 1990,Antonov An-26B,CCCP-26038,"Aeroflot, East Siberia Civil Aviation Directorate",,Nyurba,w/o
1990,4 Nov 1990,IRMA/Britten-Norman BN-2B-21 Islander,OB-T-1207,Aero Bellavista,0,La Escalera,w/o
1990,8 Nov 1990,Swearingen SA227-AC Metro III,N445AC,"Delta Connection, opb Comair",0,"Cincinnati/Northern Kentucky Airport, KY (CVG)",w/o
1990,10 Nov 1990,Airbus A300-600,,Thai Airways International,0,Calcutta-Netaji Subhas Chandra Airport (CCU),non
1990,12 Nov 1990,Tupolev Tu-154,,Aeroflot,0,Minsk-1 International Airport (MHP),non
1990,12 Nov 1990,de Havilland Canada C-115 Buffalo (DHC-5),2350,Força Aérea Brasileira - FAB,9,"Rio de Janeiro-Galeão International Airport, RJ (GIG)",w/o
1990,14 Nov 1990,McDonnell Douglas DC-9-32,I-ATJA,Alitalia,46,Stadlerberg,w/o
1990,15 Nov 1990,Britten-Norman BN-2A Islander,N87877,Pacific Missionary Aviation,0,off Pohnpei,w/o
1990,15 Nov 1990,Tupolev Tu-134,,Aeroflot,0,Helsinki-Vantaa Airport (HEL),non
1990,16 Nov 1990,Boeing 727-2J0,6Y-JMO,Air Jamaica,0,Curaçao-Hato International Airport (CUR),sub
1990,16 Nov 1990,Tupolev Tu-134,,Aeroflot,0,Tallinn-Ülemiste Airport (TLL),non
1990,17 Nov 1990,Tupolev Tu-154M,CCCP-85664,"Aeroflot, International Civil Aviation Directorate",0,near Velichovsky,w/o
1990,18 Nov 1990,CASA C-212 Aviocar 200,FAC-1150,SATENA,16,"Cerro San Nicolás, 112 km SW of Medellin",w/o
1990,21 Nov 1990,Morane Saulnier (FMA) MS.760A Paris IA,E-234,Fuerza Aérea Argentina - FAA,0,"Manantiales, MD",w/o
1990,21 Nov 1990,Beechcraft 200 Super King Air,D-IGSW,GSW Charterflug,3,32 km W of Innsbruck-Kranebitten Airport (INN),w/o
1990,21 Nov 1990,Ilyushin Il-62,CCCP-86613,"Aeroflot, Domodedovo Civil Aviation Production Ass'n",0,Yakutsk-Magan Airport,w/o
1990,21 Nov 1990,Fokker F-27 Friendship 600,5A-DBN,Libyan Red Crescent,0,Al Abraq Air Base (LAQ),w/o
1990,21 Nov 1990,de Havilland Canada DHC-8-103,HS-SKI,Bangkok Airways,38,5 km SW of Koh Samui Airport (USM),w/o
1990,26 Nov 1990,Antonov An-12,,Soviet Air Force,8,Alma-Ata Airport (ALA),w/o
1990,26 Nov 1990,Learjet 25B,N5LL,Connie Kalitta Services Inc,0,"Chicago, IL",sub
1990,29 Nov 1990,Tupolev Tu-134,,Aeroflot,0,Syktyvkar Airport (SCW),non
1990,29 Nov 1990,Cessna S550 Citation S/II,N97QS,Executive Jet Aviation,0,"Sebring Air Terminal, FL (SEF)",sub
1990,29 Nov 1990,Nord 262C-62,TR-KJB,Force Aérienne Gabonaises,,near Libreville,w/o
1990,30 Nov 1990,Yakovlev Yak-40,CCCP-87394,"Aeroflot, Krasnoyarsk Civil Aviation Directorate",0,Dikson Airport (DKS),sub
1990,1 Dec 1990,de Havilland Canada DHC-6 Twin Otter 300,EP-IOD ?,National Iranian Oil Company - NIOC,3,southern Iran,w/o
1990,2 Dec 1990,Rockwell 1121 Jet Commander,N2WU,Fair Sky Corp.,,Punta Del Este Airport (PDP),w/o
1990,2 Dec 1990,Tupolev Tu-154,,Aeroflot,0,Leningrad-Pulkovo Airport (LED),non
1990,3 Dec 1990,Boeing 727-251,N278US,Northwest Airlines,0,"Detroit-Metropolitan Wayne County Airport, MI (DTW)",sub
1990,3 Dec 1990,Douglas DC-9-14,N3313L,Northwest Airlines,8,"Detroit-Metropolitan Wayne County Airport, MI (DTW)",w/o
1990,4 Dec 1990,Douglas AC-47A-25-DK (DC-3),FAES125,Fuerza Aérea Salvadoreña,6,"near La Laguna, Chalatenango",w/o
1990,4 Dec 1990,Boeing 707-321C,ST-SAC,Sudania Air Cargo,10,5 km SW of Nairobi-Jomo Kenyatta International Airport (NBO),w/o
1990,6 Dec 1990,unknown,,CAAC,0,Guangzhou-Baiyun Airport (CAN),non
1990,8 Dec 1990,Douglas C-47D (DC-3),CP-1668,SAVCO - Servicios Aéreos Virgen de Copacabana,1,Cochabamba-J Wilsterman Airport (CBB),w/o
1990,9 Dec 1990,de Havilland Canada DHC-6 Twin Otter 100,N121PM,One Papa Mike Corp.,0,"Perris Valley, CA",sub
1990,11 Dec 1990,Yakovlev Yak-40,,Aeroflot,0,Tbilisi Airport (TBS),non
1990,12 Dec 1990,Antonov An-12,CCCP-29110,MAP Kiev MSZ,0,12 km NW of Kiev,w/o
1990,12 Dec 1990,Boeing 707-384C,JY-AJK,Royal Jordanian Cargo,0,London-Heathrow Airport (LHR/EGLL),sub
1990,14 Dec 1990,Antonov An-24B,CCCP-47164,"Aeroflot, Far East Civil Aviation Directorate",0,Shakhtersk Airport,w/o
1990,15 Dec 1990,Embraer EMB-110P1 Bandeirante,HK-3195X,AIRES Colombia,0,Villa Garzón Airport (VGZ),w/o
1990,15 Dec 1990,Douglas DC-6B,CP-1953,Frigorifico Santa Rita,0,San Ignace,w/o
1990,18 Dec 1990,Fairchild FH-227B,PT-LCT,,,"Itaituba, PA",
1990,21 Dec 1990,Tupolev Tu-154,,Aeroflot,0,Volgograd Airport (VOG),non
1990,21 Dec 1990,Cessna 208 Caravan I,N9444F,"MarkAir Express, opb Hermens Air",1,"near False Pass, AK",w/o
1990,23 Dec 1990,British Aerospace ATP,G-OATP,Manx Airlines,0,Isle Of Man-Ronaldsway Airport (IOM),sub
1990,24 Dec 1990,Ilyushin Il-86,,Aeroflot,0,Adler/Sochi Airport (AER),non
1990,28 Dec 1990,Boeing 737,,Air Algérie,0,Annaba Airport (AAE),non
1990,31 Dec 1990,GAF Nomad N.24A,VH-BRP,Sydney Skydivers,0,"Corowa Airport, NSW (CWW)",sub
1990,unk. date 1990,Antonov An-2P,CCCP-07308,"Aeroflot, Krasnoyarsk Civil Aviation Directorate",5,,w/o
1990,unk. date 1990,Antonov An-2T,822,Luftstreitkräfte der NVA,0,Straussberg ?,w/o
1990,unk. date 1990,de Havilland Canada DHC-6 Twin Otter 300,HB-LQX,Zimex Aviation,,unknown,w/o
1990,unk. date 1990,CASA C-212 Aviocar 200,MP-112,Armada de Mexico - Fuerza Aeronaval,,,w/o
1990,unk. date 1990,Cessna U-27A Caravan I,ARU-022,Liberian Army Air Reconnaissance Unit,,,w/o
1991,4 Jan 1991,Douglas DC-3,EC-EQH,Aeromarket Express,0,Palma de Mallorca Airport (PMI),w/o
1991,7 Jan 1991,McDonnell Douglas DC-8,,Faucett Perú,1,Lima International Airport (LIM),non
1991,10 Jan 1991,Boeing 707-3K1C,YR-ABD,Romavia,0,Bucharest-Otopeni International Airport (OTP),w/o
1991,10 Jan 1991,CASA C-212 Aviocar 200,ARV-0209,Marina Venezolana,22,ca 40 km SW of Mérida-A Carnevalli Airport (MRD),w/o
1991,10 Jan 1991,de Havilland Canada DHC-6 Twin Otter 200,C-GJLZ,Sabourin Lake Airways,0,"Little Vermillion Lake, ON",sub
1991,11 Jan 1991,Beechcraft 200 Super King Air,N200MR,United Executive Jet,0,"Vichy-Rolla National Airport, MO (VIH)",sub
1991,11 Jan 1991,Learjet 25C,PT-KKV,Belair Táxi Aéreo,5,"near Belo Horizonte, MG",w/o
1991,12 Jan 1991,Dornier Do 28D-1 Skyservant,PK-VRA,Adikarto Printindo,0,Palembang Airport (PLM),sub
1991,12 Jan 1991,Tupolev Tu-134AK,VN-A126,Vietnam Airlines,0,Ho Chi Minh City-Tan Son Nhat International Airport (SGN),sub
1991,15 Jan 1991,Boeing 757-23A,PH-AHK,"Air Holland, lst Air Europe",0,London-Gatwick Airport (LGW),min
1991,16 Jan 1991,Swearingen SA226-TC Metro II,OY-BZW,Muk Air Taxi,0,Kobenhavn-Kastrup Airport (CPH),w/o
1991,18 Jan 1991,Ilyushin Il-76MD,YI-ALU,Al Quwwat al Jawwiya al Iraqiya (Iraqi Air Force),0,Tuz Khurmatu Air Base,w/o
1991,18 Jan 1991,Ilyushin Il-76MD,YI-ANH,Al Quwwat al Jawwiya al Iraqiya (Iraqi Air Force),0,Qadisiyah Air Base (IQA),w/o
1991,20 Jan 1991,Shijiazhuang Y-5,8150,CAAC,0,"Shantou, Guangdong Province",w/o
1991,21 Jan 1991,Tupolev Tu-154,,Aeroflot,0,Bourgas Airport (BOJ),non
1991,25 Jan 1991,Boeing 727-223 Adv.,N815AA,American Airlines,0,"Indianapolis, IN",non
1991,29 Jan 1991,Antonov An-24V,YI-AEZ,Iraqi Airways,0,Al Bakr-Balad Southeast Airport (XQC),w/o
1991,30 Jan 1991,CASA/IPTN NC-212 Aviocar 200,PK-NCY,Merpati Nusantara Airlines,1,60 km E of Gorontalo-Jalaluddin Airport (GTO),w/o
1991,30 Jan 1991,British Aerospace 3101 Jetstream 31,N167PC,"USAir Express, opb CCAir",0,"Beckley Airport, WV (BKW)",w/o
1991,31 Jan 1991,Dassault Falcon 20F,5-9002,Islamic Republic of Iran Army - IRIAA,,unknown,w/o
1991,31 Jan 1991,Lockheed AC-130H Spectre,69-6567,United States Air Force - USAF,14,near Ras Al Khafji,w/o
1991,31 Jan 1991,British Aerospace 3101 Jetstream 31,N167PC,CCAir,0,"Beckley, WV",w/o
1991,1 Feb 1991,Fairchild SA227-AC Metro III,N683AV,SkyWest Airlines,12+22,"Los Angeles International Airport, CA (LAX)",w/o
1991,1 Feb 1991,Boeing 737-3B7,N388US,USAir,22+12,"Los Angeles International Airport, CA (LAX)",w/o
1991,5 Feb 1991,Lockheed C-130H Hercules,748,Elleniki Polemikí Aeroporía,63,24 km WSW of Volos-Néa Anchialos Airport (VOL),w/o
1991,5 Feb 1991,Antonov An-12,,Air Guinée,0,Monrovia,w/o
1991,6 Feb 1991,Boeing KC-135E Stratotanker,58-0013,United States Air Force - USAF,0,near Jeddah,sub
1991,7 Feb 1991,British Aerospace BAe-748-314 Srs. 2A,JW9010,Tanzanian People's Defence Force,0,Dar es Salaam International Airport (DAR),w/o
1991,8 Feb 1991,Beechcraft 200 Super King Air,F-GHBE,Business Express,2,4 km from Épinal-Mirecourt Airport (EPL),w/o
1991,8 Feb 1991,Cessna 208B Grand Caravan,C-FPEZ,Provincial Express,1,"137 km N of Goose Bay, NL",w/o
1991,10 Feb 1991,Boeing 737,,Southwest Airlines,0,"San Diego International Airport, CA (SAN)",non
1991,10 Feb 1991,Douglas C-118A (DC-6),HK-1702,Air Colombia,0,16 km from Bogotá-Eldorado Airport (BOG),w/o
1991,11 Feb 1991,North American Rockwell Sabreliner 60,XA-RNR,TVA - Travel Air SA,11,42 km S of Chihuahua Airport (CUU),w/o
1991,13 Feb 1991,Tupolev Tu-134,,Aeroflot,0,Tbilisi Airport (TBS),non
1991,13 Feb 1991,Learjet 35A,N535PC,Richmor Aviation,3,"1,6 km N of Aspen Airport, CO (ASE)",w/o
1991,14 Feb 1991,Boeing 737-282 Adv.,CS-TEM,TAP Air Portugal,0,Funchal Airport (FNC),sub
1991,14 Feb 1991,de Havilland Canada DHC-6 Twin Otter 300,FAE447,Fuerza Aérea Ecuatoriana,22,34 km W of Taisha,w/o
1991,14 Feb 1991,Antonov An-2P,OB-1350,Aero Manu,0,near Iquitos,w/o
1991,15 Feb 1991,Airbus A300C4-620,9K-AHG,Kuwait Airways,0,Mosul Airport (OSM),w/o
1991,15 Feb 1991,Dassault Falcon 20F,5-9001,Islamic Republic of Iran Army - IRIAA,,unknown,w/o
1991,15 Feb 1991,Airbus A300C4-620,9K-AHF,Kuwait Airways,0,Mosul Airport (OSM),w/o
1991,16 Feb 1991,Cessna 500 Citation I,N11HJ,Michael Hamlin Jets Ltd,0,"Hatfield Airport, Hatfield, Hertfordshire",sub
1991,17 Feb 1991,McDonnell Douglas DC-9-15RC,N565PC,Ryan International Airlines,2,"Cleveland-Hopkins International Airport, OH (CLE)",w/o
1991,18 Feb 1991,McDonnell Douglas DC-9-32CF,KAF320,Kuwait Air Force,0,Kuwait International Airport (KWI),w/o
1991,18 Feb 1991,de Havilland Canada DHC-6 Twin Otter 300,HK-2758,ACES - Aerolineas Centrales de Colombia,0,Otú Airport (OTU),w/o
1991,18 Feb 1991,Boeing 747-136,G-AWND,British Airways,0,Kuwait International Airport (KWI),w/o
1991,20 Feb 1991,British Aerospace BAe-146-200A,CC-CET,LAN Chile,20,Puerto Williams Airport (WPU),w/o
1991,22 Feb 1991,Antonov An-26,,Força Aérea Popular de Angola,47,near Cazombo,w/o
1991,23 Feb 1991,IAI 1123 Westwind,XA-POJ,Aerolineas Marcos,0,"Avon Park Municipal Airport, FL (AVO)",w/o
1991,25 Feb 1991,Embraer EMB-110C Bandeirante,CX-BJK/T-581,Transporte Aéreo Militar Uruguayo - TAMU,0,11 km from Montevideo,w/o
1991,27 Feb 1991,Antonov An-12BP,YI-AFJ,Iraqi Airways,0,Shaykh Mazhar Air Base,w/o
1991,27 Feb 1991,Lockheed L-100-30 Hercules,KAF322,Kuwait Air Force,0,Shayka Mayhar Air Base,w/o
1991,28 Feb 1991,Learjet U-36A,9203,Japan Maritime Self Defence Force - JMSDF,5,off Shikoku Island,w/o
1991,xx Feb 1991,Boeing 767-269,9K-AIC,Kuwait Airways,0,Mosul Airport (OSM),w/o
1991,xx Feb 1991,Boeing 767-269,9K-AIB,Kuwait Airways,0,Mosul Airport (OSM),w/o
1991,xx Feb 1991,Tupolev Tu-124V,YI-AEL,Iraqi Airways,0,Baghdad-Saddam International Airport (SDA),w/o
1991,xx Feb 1991,Gulfstream Aerospace G-1159A Gulfstream III,YI-AKI,Iraqi Government,0,Baghdad,w/o
1991,xx Feb 1991,Gulfstream Aerospace G-1159A Gulfstream III,YI-AKJ,Iraqi Government,0,Baghdad,w/o
1991,xx Feb 1991,British Aerospace BAe-125-700B,YI-AKH,Iraqi Government,0,Baghdad-Al Muthana Airport (BGW),w/o
1991,xx Feb 1991,Tupolev Tu-124V,YI-AEY,Iraqi Airways,0,Baghdad-Saddam International Airport (SDA),w/o
1991,3 Mar 1991,Rockwell CT-39G Sabreliner,160057,United States Navy,3,"1,5 km SE of Glenview Naval Air Station, IL (NBU)",w/o
1991,3 Mar 1991,Boeing 737-291,N999UA,United Airlines,25,"6,4 km S of Colorado Springs, CO",w/o
1991,4 Mar 1991,Antonov An-24,,Aeroflot,1,Leningrad-Pulkovo Airport (LED),min
1991,5 Mar 1991,McDonnell Douglas DC-9-32,YV-23C,Linea Aeropostal Venezolana - LAV,45,27 km NE of Valera,w/o
1991,6 Mar 1991,Embraer EMB-110 Bandeirante,,TABA - Transportes Aéreos da Bacia Amazônica,0,unknown,unk
1991,6 Mar 1991,CASA C-212 Aviocar 100,TE.12B-42,Ejército del Aire,5,near Pinofranque,w/o
1991,9 Mar 1991,Boeing 767-219ER,ZK-NBC,Air New Zealand,0,Nadi International Airport (NAN),sub
1991,12 Mar 1991,McDonnell Douglas DC-8-62H-AF,N730PL,Air Transport International - ATI,0,"New York-John F. Kennedy International Airport, NY (JFK)",w/o
1991,13 Mar 1991,Swearingen SA226-AT Merlin IVA,C-FJTL,Jetall,0+1,"Toronto-Pearson International Airport, ON (YYZ/CYYZ)",non
1991,14 Mar 1991,Yakovlev Yak-42,,Aeroflot,0,Moscow,non
1991,15 Mar 1991,Learjet 35A,PT-LIH,Líder Táxi Aéreo,0,"Uberlândia-Eduardo Gomes Airport, MG (UDI)",w/o
1991,16 Mar 1991,Hawker Siddeley HS-125-1A,N831LC,"Prestige Tours, lsf Duncan Aircraft Sales",10,"15 km NE of San Diego-Brown Field Municipal Airport, CA (SDM)",w/o
1991,16 Mar 1991,Lockheed L-100-30 Hercules,CP-1564,"Transafrik, lsf Transporte Aéreo Boliviano - TAB",9,32 km from Malanje,w/o
1991,18 Mar 1991,Ilyushin Il-86,,Aeroflot,0,near Sverdlovsk,unk
1991,18 Mar 1991,Learjet 25D,PT-LLL,Air Conesul Táxi Aéreo,4,"8 km from Brasília International Airport, DF (BSB)",w/o
1991,21 Mar 1991,Lockheed P-3C Orion,159325,United States Navy,13+14,"NW off San Diego, CA",w/o
1991,21 Mar 1991,Lockheed P-3C Orion,158930,United States Navy,14+13,"NW off San Diego, CA",w/o
1991,21 Mar 1991,Lockheed C-130H Hercules,469,Royal Saudi Air Force - RSAF,98,near Rash Mishab,w/o
1991,22 Mar 1991,de Havilland Canada DHC-6 Twin Otter 300,5W-FAU,Polynesian Airlines,+1,Nuuuli,non
1991,23 Mar 1991,Fairchild FH-227B,F-GCPZ,Transport Aérien Transrégional - TAT,0,Dinard-Pleurtuit Airport (DNR),w/o
1991,23 Mar 1991,Antonov An-24RV,CCCP-46472,Aeroflot / Uzbekistan,34,Navoi Airport (NVI),w/o
1991,23 Mar 1991,Boeing 727-222,N7449U,United Airlines,0,"Buffalo, NY",non
1991,24 Mar 1991,North American Sabreliner 40,XA-RPS,Servicios Aéreos de Los Angeles,0,Puebla/Huejotzingo Airport (PBC),w/o
1991,25 Mar 1991,Airbus A310-324,9V-STP,Singapore Airlines,4,Singapore-Changi Airport (SIN),non
1991,25 Mar 1991,IAI Arava 202,E-205,Aviación del Ejército Ecuatoriana - AEE,2,near Macas,w/o
1991,25 Mar 1991,Fokker F-27 Friendship 200,ST-AAA,Sudan Airways,0,Khartoum-Civil Airport (KRT),w/o
1991,25 Mar 1991,Hindustan Aeronautics Ltd. HAL-748-LFD Srs. 2M,H-1513,Indian Air Force - IAF,28,Yelahanka Air Station,w/o
1991,25 Mar 1991,Boeing 707-385C,ET-AJZ,Ethiopian Airlines,0,Asmara International Airport (ASM),w/o
1991,28 Mar 1991,Tupolev Tu-134,,Aeroflot,0,Kaliningrad-Khrabrovo Airport (KGD),non
1991,29 Mar 1991,de Havilland Canada DHC-6 Twin Otter 300,HB-LOM,"International Red Cross, lsf Zimex Aviation",0,near Kuito,sub
1991,31 Mar 1991,Boeing 737,,Air Algérie,0,Algiers-Houari Boumediene Airport (ALG),non
1991,31 Mar 1991,Vickers 745D Viscount,HK-1708,Intercontinental de Aviación,0,near Medellín-Enrique Olaya Herrera Airport (EOH),w/o
1991,4 Apr 1991,Douglas C-47B-15-DK (DC-3),C-FQNF,Central Mountain Air Services,6,"Thutade Lake, BC",w/o
1991,5 Apr 1991,Embraer EMB-120RT Brasilia,N270AS,"Delta Connection, opb Atlantic Southeast Airlines - ASA",23,"3 km W of Brunswick-Glynco Jetport, GA (BQK)",w/o
1991,8 Apr 1991,Beechcraft 99A Airliner,C-FHIE,Sabourin Lake Airways,0,"Red Lake Airport, ON (YRL)",w/o
1991,14 Apr 1991,Airbus A310-221,5N-AUF,Nigeria Airways,0,Lagos-Murtala Muhammed International Airport (LOS/DNMM),sub
1991,18 Apr 1991,Dornier 228-212,F-OHAB,Air Tahiti,10,1 km WNW off Nuku Hiva Airport (NHV),w/o
1991,26 Apr 1991,Lockheed P-3C Orion,A9-754,Royal Australian Air Force - RAAF,1,ca 2km N off Cocos Islands Airport (CCK),w/o
1991,29 Apr 1991,Tupolev Tu-154,,Aeroflot,0,Moscow,non
1991,30 Apr 1991,Hawker Siddeley HS-748-254 Srs. 2A,C-GEPB,Calm Air International,0,"Brochet Airport, MB (YBT)",sub
1991,1 May 1991,IAI 1124A Westwind II,N445BL,PGA Tour Investments,0,"Oxford-Waterbury Airport, CT (OXC)",w/o
1991,3 May 1991,Boeing 727-22QC,N425EX,Ryan Airlines,0,"Hartford-Bradley International Airport, CT (BDL)",w/o
1991,4 May 1991,GAF Nomad N.22BFP,N5590M,Johnson Wax Company,0,"15 km from Bowling Green, KY",sub
1991,4 May 1991,Boeing 767-287ER,N651US,USAir,0,"Memphis, TN",non
1991,5 May 1991,McDonnell Douglas MD-88,N938DL,Delta Air Lines,0,"Atlanta, GA",sub
1991,6 May 1991,Hawker Siddeley BH-125-400A,N101AD,Franks Petroleum,0,"Shreveport, LA",w/o
1991,6 May 1991,Learjet 25B,N20DL,Petrolift Aviation,0,"Shreveport, LA",sub
1991,6 May 1991,Cessna 501 Citation I/SP,N41JP,Petrolift Aviation,0,"Shreveport, LA",sub
1991,8 May 1991,de Havilland Canada DHC-3 Otter,C-FQRI,Harbour Air,0,"Cameron Lake, BC",sub
1991,9 May 1991,Fokker F-27 Friendship 600,PK-MFD,Merpati Nusantara Airlines,13,15 km SE of Manado-Sam Ratulangi Airport (MDC),w/o
1991,10 May 1991,Embraer EMB-110C,PT-TBE,Nordeste Linhas Aéreas Regionais,0,Caravelas Airport (CRQ/SBCV),sub
1991,10 May 1991,Douglas R4D-7 (DC-3),N134FS,Four Star Air Cargo,2,Aguadilla-Borinquen Airport (BQN),w/o
1991,14 May 1991,Curtiss C-46A-55-CK Commando,CP-1617,Transportes Aéreos El Dorado,0,Beni Airport (BNC),w/o
1991,15 May 1991,Douglas C-47B (DC-3),HK-3177,ADES Colombia - Aerolineas del Este,13,ca 1 km N of Villavicencio-La Vanguardia Airport (VVC),w/o
1991,16 May 1991,Antonov An-8,CCCP-13330,MAP Kom na Amu MSZ,2,Irkutsk-2 Airport,w/o
1991,21 May 1991,Cessna 550 Citation II,5N-AMR,Ashaka Cement Comp.,3,Bauchi Airport (BCU),w/o
1991,23 May 1991,Tupolev Tu-154B-1,CCCP-85097,"Aeroflot, Leningrad Civil Aviation Directorate",13,Leningrad-Pulkovo Airport (LED),w/o
1991,24 May 1991,Ilyushin Il-76TD,LZ-INK,Metro Cargo,4,10 km S of Kermanshah Airport (KSH),w/o
1991,26 May 1991,Boeing 767-3Z9ER,OE-LAV,Lauda Air,223,"5,6 km NNE of Phu Toey",w/o
1991,27 May 1991,de Havilland Canada DHC-3 Otter,C-FCDL,Cargair,1,"40 km N of Saint-Michel-des-Saints, QC",sub
1991,1 Jun 1991,Antonov An-2R,YU-BHS,Privredna Avijacija Osijek,,Slavonski Brod,w/o
1991,1 Jun 1991,GAF Nomad N.24A,N8071L,Agape Flights,2,3 km off Matthewtown,w/o
1991,5 Jun 1991,Alenia G-222TCM,MM62129,Aeronautica Militare Italiana - AMI,,Pratica di Mare Air Base,w/o
1991,5 Jun 1991,Fokker F-27 Friendship 600,PK-JFF,Sempati Air Transport,0,near Banyutanni,w/o
1991,5 Jun 1991,Boeing 737-3G7,N304AW,America West Airlines,0,"Elko, NV",non
1991,7 Jun 1991,Douglas DC-3-201D,N102AP,Victoria Air S.A.,0,near Puerto Plata-La Union Airport (POP),w/o
1991,9 Jun 1991,de Havilland Canada DHC-6 Twin Otter 300,9N-ABA,Royal Nepal Airlines,0,Lukla Airport (LUA),w/o
1991,10 Jun 1991,Lockheed C-130A Hercules,J6-SLQ,"Angola Air Charter, lsf Carib Air Transport",10,Luanda-4 de Fevereiro Airport (LAD),w/o
1991,11 Jun 1991,Shijiazhuang Y-5,B-8237,China Northwest Airlines,3,"Yinchuan, Ningxia Hui Autonomous Region",w/o
1991,12 Jun 1991,de Havilland Canada DHC-6 twin Otter 300,N242CA,Corporate Air,0,"Denver, CO",sub
1991,13 Jun 1991,Antonov An-2R,CCCP-40988,Air Ukraine,1,near Perekopivka,w/o
1991,13 Jun 1991,Tupolev Tu-154,,Aeroflot,0,Moscow,non
1991,13 Jun 1991,Boeing 727-281,HL7350,Korean Air,0,Taegu Airport (TAE),w/o
1991,16 Jun 1991,Boeing 747-406,PH-BFG,KLM Royal Dutch Airlines,0,"Philadelphia, PA",non
1991,17 Jun 1991,Grumman G-1159 Gulfstream II,N204RC,Castor Trading,4,"9,3 km W of Charallave-Óscar Machado Zuloaga Airport",w/o
1991,18 Jun 1991,Grumman HU-16E Albatross,N7029C,Pacific Flying Fish,0,"between Santa Barbara, CA and Kahului, HI",w/o
1991,19 Jun 1991,Canadair CL-215-1A10,C-GFQA,Gouvernement du Québec,2,"18 km W of Chute des Passes, QC",w/o
1991,20 Jun 1991,de Havilland Canada DHC-6 Twin Otter 300,9N-ABS,"UNDP, opb Royal Nepal Airlines",0,"0,5 km SW of Simikot Airport (IMK)",sub
1991,20 Jun 1991,Douglas DC-6BF,HK-3511X,Aerosucre Colombia,2,"1,5 km SW of Barranquilla-Ernesto Cortissoz International Airport (BAQ)",w/o
1991,21 Jun 1991,Aérospatiale SN.601 Corvette,YV-572CP,Hidrowell,0,Santa Bárbara del Zulia-Las Delicias Airport (STB),w/o
1991,22 Jun 1991,Antonov An-2R,CCCP-62627,Yugavia,3,"6 km S of Sukhov-2-i, Mikhailovka district",w/o
1991,24 Jun 1991,Antonov An-2P,CCCP-31423,Aeroflot / Latvia,3,"near Razdolnoye, Uralsk region",w/o
